usid,term,chief,name,issue,issue_description,liberal_flag,precedent
507US25,1992,Rehnquist,"JOAN GROWE, SECRETARY OF STATE OF MINNESOTA, et al. v. JAMES EMISON, et al.",90010,comity: civil rights,0,0
507US60,1992,Rehnquist,"ITEL CONTAINERS INTERNATIONAL CORPORATION v. JOE HUDDLESTON, COMMISSIONER OF REVENUE OF TENNESSEE",80100,state or local government tax,1,0
507US146,1992,Rehnquist,"GEORGE VOINOVICH, GOVERNOR OF OHIO, et al. v. BARNEY QUILTER, SPEAKER PRO TEMPORE OF OHIO HOUSE OF REPRESENTATIVES, et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,0,0
507US272,1992,Rehnquist,"PAUL DELO, SUPERINTENDENT, POTOSI CORRECTIONAL CENTER v. FREDERICK LASHLEY",10130,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)",0,0
507US292,1992,Rehnquist,"JANET RENO, ATTORNEY GENERAL, et al. v. JENNY LISETTE FLORES et al.",20110,deportation (cf. immigration and naturalization),0,0
507US410,1992,Rehnquist,"CITY OF CINCINNATI v. DISCOVERY NETWORK, INC., et al.",30020,"commercial speech, excluding attorneys",1,0
507US463,1992,Rehnquist,"A. J. ARAVE, WARDEN v. THOMAS E. CREECH",10130,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)",0,0
507US619,1992,Rehnquist,"TODD A. BRECHT v. GORDON A. ABRAHAMSON, SUPERINTENDENT, DODGE CORRECTIONAL INSTITUTION",10020,habeas corpus,0,0
507US680,1992,Rehnquist,"PAMELA WITHROW v. ROBERT ALLEN WILLIAMS, JR.",10020,habeas corpus,1,0
507US761,1992,Rehnquist,"FRED H. EDENFIELD, et al. v. SCOTT FANE",30020,"commercial speech, excluding attorneys",1,0
508US49,1992,Rehnquist,"PROFESSIONAL REAL ESTATE INVESTORS, INC., et al. v. COLUMBIA PICTURES INDUSTRIES, INC., et al.",80010,antitrust (except in the context of mergers and union antitrust),1,0
508US248,1992,Rehnquist,"WILLIAM J. MERTENS, ALEX W. BANDROWSKI, JAMES A. CLARK, AND RUSSELL FRANZ v. HEWITT ASSOCIATES",80090,Employee Retirement Income Security Act (cf. union trust funds),0,0
508US275,1992,Rehnquist,JOHN SULLIVAN v. LOUISIANA,10220,extra-legal jury influences: jury instructions (not necessarily in criminal cases),1,0
508US286,1992,Rehnquist,"MUSICK, PEELER & GARRETT, et al. v. EMPLOYERS INSURANCE OF WAUSAU et al.",80120,federal or state regulation of securities,1,0
508US307,1992,Rehnquist,"FEDERAL COMMUNICATIONS COMMISSION AND UNITED STATES v. BEACH COMMUNICATIONS, INC., et al.",80330,federal and some few state regulation of public utilities regulation: cable television (cf. radio and television),1,0
508US333,1992,Rehnquist,JERRY D. GILMORE v. KEVIN TAYLOR,10020,habeas corpus,0,0
508US366,1992,Rehnquist,MINNESOTA v. TIMOTHY DICKERSON,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),0,0
508US384,1992,Rehnquist,LAMB'S CHAPEL AND JOHN STEIGERWALD v. CENTER MORICHES UNION FREE SCHOOL DISTRICT et al.,30160,free exercise of religion,1,0
508US402,1992,Rehnquist,"GOOD SAMARITAN HOSPITAL, et al. v. DONNA E. SHALALA, SECRETARY OF HEALTH AND HUMAN SERVICES",90120,judicial review of administrative agency's or administrative official's actions and procedures,0,0
508US520,1992,Rehnquist,"CHURCH OF THE LUKUMI BABALU AYE, INC. AND ERNESTO PICHARDO v. CITY OF HIALEAH",30160,free exercise of religion,1,0
508US602,1992,Rehnquist,"CONCRETE PIPE AND PRODUCTS OF CALIFORNIA, INC. v. CONSTRUCTION LABORERS PENSION TRUST FOR SOUTHERN CALIFORNIA",80090,Employee Retirement Income Security Act (cf. union trust funds),1,0
508US656,1992,Rehnquist,"NORTHEASTERN FLORIDA CHAPTER OF THE ASSOCIATED GENERAL CONTRACTORS OF AMERICA v. CITY OF JACKSONVILLE, FLORIDA, et al.",90130,mootness (cf. standing to sue: live dispute),1,0
508US679,1992,Rehnquist,"SOUTH DAKOTA v. GREGG BOURLAND, ETC., et al.",20160,"Indians, state jurisdiction over",0,0
509US1,1992,Rehnquist,"LARRY ZOBREST, ET UX., et al. v. CATALINA FOOTHILLS SCHOOL DISTRICT",30180,"parochiaid: government aid to religious schools, or religious requirements in public schools",0,0
509US25,1992,Rehnquist,"DONALD L. HELLING, et al. v. WILLIAM MCKINNEY",10140,"cruel and unusual punishment, non-death penalty (cf. liability, civil rights acts)",1,0
509US43,1992,Rehnquist,"JANET RENO, ATTORNEY GENERAL, et al. v. CATHOLIC SOCIAL SERVICES, INC., et al.",90310,standing to sue: miscellaneous,0,0
509US86,1992,Rehnquist,"HENRY HARPER, et al. v. VIRGINIA DEPARTMENT OF TAXATION",100060,national supremacy: intergovernmental tax immunity,1,0
509US209,1992,Rehnquist,BROOKE GROUP LTD. v. BROWN & WILLIAMSON TOBACCO CORPORATION,80010,antitrust (except in the context of mergers and union antitrust),0,0
509US259,1992,Rehnquist,STEPHEN BUCKLEY v. MICHAEL FITZSIMMONS et al.,20400,"liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)",1,0
509US312,1992,Rehnquist,"LEONARD HELLER, SECRETARY, KENTUCKY CABINET FOR HUMAN RESOURCES v. SAMUEL DOE, BY HIS MOTHER AND NEXT FRIEND, MARY DOE, et al.",40010,"due process: miscellaneous (cf. loyalty oath), the residual code",0,0
509US350,1992,Rehnquist,"DORSIE LEE JOHNSON, JR. v. TEXAS",10130,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)",0,0
509US418,1992,Rehnquist,UNITED STATES AND FEDERAL COMMUNICATIONS COMMISSION v. EDGE BROADCASTING COMPANY T/A POWER 94,30020,"commercial speech, excluding attorneys",0,0
509US443,1992,Rehnquist,"TXO PRODUCTION CORP. v. ALLIANCE RESOURCES CORP., et al.",80080,"liability, punitive damages",1,0
509US502,1992,Rehnquist,"ST. MARY'S HONOR CENTER, et al. v. MELVIN HICKS",20060,"employment discrimination: on basis of race, age, religion, illegitimacy, national origin, or working conditions.",0,0
509US544,1992,Rehnquist,"FERRIS J. ALEXANDER, SR. v. UNITED STATES",30200,"obscenity, federal",0,0
509US602,1992,Rehnquist,RICHARD LYLE AUSTIN v. UNITED STATES,10140,"cruel and unusual punishment, non-death penalty (cf. liability, civil rights acts)",1,0
509US630,1992,Rehnquist,"RUTH O. SHAW, et al. v. JANET RENO, ATTORNEY GENERAL, et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,0,0
509US688,1992,Rehnquist,UNITED STATES v. ALVIN J. DIXON AND MICHAEL FOSTER,10170,double jeopardy,1,1
509US764,1992,Rehnquist,"HARTFORD FIRE INSURANCE CO., et al. v. CALIFORNIA et al.",80010,antitrust (except in the context of mergers and union antitrust),0,0
510US135,1993,Rehnquist,WALDEMAR RATZLAF AND LORETTA RATZLAF v. UNITED STATES,10490,statutory construction of criminal laws: internal revenue (cf. Federal Taxation),1,0
510US200,1993,Rehnquist,"THUNDER BASIN COAL COMPANY v. ROBERT B. REICH, SECRETARY OF LABOR, et al.",90320,judicial administration: jurisdiction or authority of federal district courts or territorial courts,0,0
510US222,1993,Rehnquist,"THOMAS SCHIRO v. ROBERT FARLEY, SUPERINTENDENT, INDIANA STATE PRISON, et al.",10170,double jeopardy,0,0
510US266,1993,Rehnquist,"KEVIN ALBRIGHT v. ROGER OLIVER, ETC., et al.",20400,"liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)",0,0
510US383,1993,Rehnquist,"PAUL CASPARI, SUPERINTENDENT, MISSOURI EASTERN CORRECTIONAL CENTER et al. v. CHRISTOPHER BOHLEN",10020,habeas corpus,0,0
510US399,1993,Rehnquist,ROBERT HAGEN v. UTAH,20160,"Indians, state jurisdiction over",0,0
510US443,1993,Rehnquist,AMERICAN DREDGING COMPANY v. WILLIAM ROBERT MILLER,100020,federal pre-emption of state court jurisdiction,0,0
511US79,1993,Rehnquist,KITRICH POWELL v. NEVADA,10040,retroactivity (of newly announced or newly enacted constitutional or statutory rights),1,0
511US93,1993,Rehnquist,"OREGON WASTE SYSTEMS, INC., et al. v. DEPARTMENT OF ENVIRONMENTAL QUALITY OF THE STATE OF OREGON et al.",80100,state or local government tax,0,0
511US127,1993,Rehnquist,J. E. B. v. ALABAMA ex rel. T. B.,20130,sex discrimination (excluding sex discrimination in employment),1,0
511US164,1993,Rehnquist,"CENTRAL BANK OF DENVER, N. A. v. FIRST INTERSTATE BANK OF DENVER, N. A. AND JACK K. NABER",80120,federal or state regulation of securities,0,0
511US244,1993,Rehnquist,BARBARA LANDGRAF v. USI FILM PRODUCTS et al.,20060,"employment discrimination: on basis of race, age, religion, illegitimacy, national origin, or working conditions.",0,0
511US298,1993,Rehnquist,"MAURICE RIVERS AND ROBERT C. DAVISON v. ROADWAY EXPRESS, INC.",20060,"employment discrimination: on basis of race, age, religion, illegitimacy, national origin, or working conditions.",0,0
511US383,1993,Rehnquist,"C & A CARBONE, INC., et al. v. TOWN OF CLARKSTOWN, NEW YORK",80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)",0,0
511US485,1993,Rehnquist,DARREN J. CUSTIS v. UNITED STATES,10570,statutory construction of criminal laws: miscellaneous,0,0
511US600,1993,Rehnquist,"HAROLD E. STAPLES, III v. UNITED STATES",10440,statutory construction of criminal laws: firearms,1,0
511US641,1993,Rehnquist,"ASSOCIATED INDUSTRIES OF MISSOURI, et al. v. JANETTE M. LOHMAN, DIRECTOR OF REVENUE OF MISSOURI, et al.",80100,state or local government tax,0,0
511US661,1993,Rehnquist,"CYNTHIA WATERS, et al. v. CHERYL R. CHURCHILL, et al.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
511US738,1993,Rehnquist,KENNETH O. NICHOLS v. UNITED STATES,10120,right to counsel (cf. indigents appointment of counsel or inadequate representation),0,1
511US767,1993,Rehnquist,DEPARTMENT OF REVENUE OF MONTANA v. KURTH RANCH et al.,10170,double jeopardy,1,0
511US825,1993,Rehnquist,"DEE FARMER v. EDWARD BRENNAN, WARDEN, et al.",10140,"cruel and unusual punishment, non-death penalty (cf. liability, civil rights acts)",0,0
511US863,1993,Rehnquist,"DIGITAL EQUIPMENT CORPORATION v. DESKTOP DIRECT, INC.",90380,judicial administration: review of non-final order,0,0
512US1,1993,Rehnquist,JOHN JOSEPH ROMANO v. OKLAHOMA,10130,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)",0,0
512US43,1993,Rehnquist,"CITY OF LADUE, et al. v. MARGARET P. GILLEO",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",1,0
512US61,1993,Rehnquist,"DEPARTMENT OF TAXATION AND FINANCE OF NEW YORK, et al. v. MILHELM ATTEA & BROS., INC., ETC., et al.",20160,"Indians, state jurisdiction over",0,0
512US79,1993,Rehnquist,O'MELVENY & MYERS v. FEDERAL DEPOSIT INSURANCE CORPORATION AS RECEIVER FOR AMERICAN DIVERSIFIED SAVINGS BANK et al.,100030,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,0,0
512US107,1993,Rehnquist,"KAREN LIVADAS v. VICTORIA BRADSHAW, CALIFORNIA LABOR COMMISSIONER",100030,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,1,0
512US154,1993,Rehnquist,JONATHAN DALE SIMMONS v. SOUTH CAROLINA,10220,extra-legal jury influences: jury instructions (not necessarily in criminal cases),1,0
512US186,1993,Rehnquist,"WEST LYNN CREAMERY, INC., et al. v. JONATHAN HEALY, COMMISSIONER OF MASSACHUSETTS DEPARTMENT OF FOOD AND AGRICULTURE",80060,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action.",1,0
512US246,1993,Rehnquist,"HAWAIIAN AIRLINES, INC. v. GRANT T. NORRIS",100020,federal pre-emption of state court jurisdiction,0,0
512US298,1993,Rehnquist,BARCLAYS BANK PLC v. FRANCHISE TAX BOARD OF CALIFORNIA,80100,state or local government tax,1,0
512US339,1993,Rehnquist,"ORRIN S. REED v. ROBERT FARLEY, SUPERINTENDENT, INDIANA STATE PRISON, et al.",10020,habeas corpus,0,0
512US374,1993,Rehnquist,FLORENCE DOLAN v. CITY OF TIGARD,40070,"due process: takings clause, or other non-constitutional governmental taking of property",0,0
512US452,1993,Rehnquist,ROBERT L. DAVIS v. UNITED STATES,10100,Miranda warnings,0,0
512US477,1993,Rehnquist,ROY HECK v. JAMES HUMPHREY et al.,20400,"liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)",0,0
512US622,1993,Rehnquist,"TURNER BROADCASTING SYSTEM, INC., et al. v. FEDERAL COMMUNICATIONS COMMISSION et al.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
512US687,1993,Rehnquist,BOARD OF EDUCATION OF KIRYAS JOEL VILLAGE SCHOOL DISTRICT v. LOUIS GRUMET et al.,30180,"parochiaid: government aid to religious schools, or religious requirements in public schools",1,0
512US753,1993,Rehnquist,"JUDY MADSEN, et al. v. WOMEN'S HEALTH CENTER, INC., et al.",50020,abortion: including contraceptives,1,0
512US821,1993,Rehnquist,"INTERNATIONAL UNION, UNITED MINE WORKERS OF AMERICA, et al. v. JOHN L. BAGWELL et al.",10080,contempt of court or congress,1,0
512US874,1993,Rehnquist,"JACKIE HOLDER, ETC., et al. v. E. K. HALL, SR., et al.",20020,"Voting Rights Act of 1965, plus amendments",0,0
512US967,1993,Rehnquist,PAUL PALALAUA TUILAEPA v. CALIFORNIA,10130,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)",0,0
512US997,1993,Rehnquist,"BOLLEY JOHNSON, SPEAKER OF THE FLORIDA HOUSE OF REPRESENTATIVES, et al. v. MIGUEL DE GRANDY et al.",20020,"Voting Rights Act of 1965, plus amendments",1,0
513US30,1994,Rehnquist,ALBERT HESS AND CHARLES F. WALSH v. PORT AUTHORITY TRANS-HUDSON CORPORATION,80060,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action.",0,0
513US64,1994,Rehnquist,"UNITED STATES v. X-CITEMENT VIDEO, INC., et al.",30200,"obscenity, federal",1,0
513US265,1994,Rehnquist,"ALLIED-BRUCE TERMINIX COMPANIES, INC., AND TERMINIX INTERNATIONAL COMPANY v. G. MICHAEL DOBSON et al.",100030,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,1,0
513US298,1994,Rehnquist,"LLOYD SCHLUP v. PAUL K. DELO, SUPERINTENDENT, POTOSI CORRECTIONAL CENTER",10020,habeas corpus,1,0
513US432,1994,Rehnquist,"ROBERT O'NEAL v. FRED MCANINCH, WARDEN",10020,habeas corpus,1,0
513US504,1994,Rehnquist,LOUISE HARRIS v. ALABAMA,10130,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)",0,0
514US1,1994,Rehnquist,ARIZONA v. ISAAC EVANS,10060,"search and seizure, vehicles",0,0
514US175,1994,Rehnquist,"OKLAHOMA TAX COMMISSION v. JEFFERSON LINES, INC.",80100,state or local government tax,1,0
514US211,1994,Rehnquist,"ED PLAUT, ET UX., et al. v. SPENDTHRIFT FARM, INC., et al.",130020,miscellaneous,0,0
514US334,1994,Rehnquist,"JOSEPH MCINTYRE, EXECUTOR OF ESTATE OF MARGARET MCINTYRE, DECEASED v. OHIO ELECTIONS COMMISSION",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",1,0
514US419,1994,Rehnquist,"CURTIS LEE KYLES v. JOHN P. WHITLEY, WARDEN",10160,"discovery and inspection (in the context of criminal litigation only, otherwise Freedom of Information Act and related federal or state statutes or regulations)",1,0
514US476,1994,Rehnquist,"ROBERT E. RUBIN, SECRETARY OF THE TREASURY v. COORS BREWING COMPANY",30020,"commercial speech, excluding attorneys",1,0
514US499,1994,Rehnquist,"CALIFORNIA DEPARTMENT OF CORRECTIONS, et al. v. JOSE RAMON MORALES",10180,ex post facto (state),0,0
514US527,1994,Rehnquist,UNITED STATES v. LORI RABIN WILLIAMS,120010,"federal taxation, typically under provisions of the Internal Revenue Code",0,0
514US549,1994,Rehnquist,"UNITED STATES v. ALFONSO LOPEZ, JR.",100120,national supremacy: miscellaneous,0,0
514US645,1994,Rehnquist,"NEW YORK STATE CONFERENCE OF BLUE CROSS & BLUE SHIELD PLANS, et al. v. TRAVELERS INSURANCE COMPANY, et al.",100030,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,0,0
514US749,1994,Rehnquist,"REYNOLDSVILLE CASKET CO., et al. v. CAROL L. HYDE",40060,due process: jurisdiction (jurisdiction over non-resident litigants),1,0
514US779,1994,Rehnquist,"U.S. TERM LIMITS, INC., et al. v. RAY THORNTON et al.",100130,miscellaneous federalism,1,0
515US1,1994,Rehnquist,STATE OF NEBRASKA v. STATES OF WYOMING AND COLORADO,110020,non-real property dispute between states,0,0
515US200,1994,Rehnquist,"ADARAND CONSTRUCTORS, INC. v. FEDERICO PENA, SECRETARY OF TRANSPORTATION, et al.",20070,affirmative action,0,1
515US304,1994,Rehnquist,"TYSON JOHNSON, et al. v. HOUSTON JONES",90380,judicial administration: review of non-final order,0,0
515US347,1994,Rehnquist,"CHANDRIS, INC., et al. v. ANTONIOS LATSIS",80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages",1,0
515US450,1994,Rehnquist,OKLAHOMA TAX COMMISSION v. CHICKASAW NATION,20160,"Indians, state jurisdiction over",0,0
515US472,1994,Rehnquist,"CINDA SANDIN, UNIT TEAM MANAGER, HALAWA CORRECTIONAL FACILITY v. DEMONT R. D. CONNER et al.",40040,due process: prisoners' rights and defendants' rights,0,0
515US506,1994,Rehnquist,UNITED STATES v. MICHAEL E. GAUDIN,10190,extra-legal jury influences: miscellaneous,1,1
515US557,1994,Rehnquist,"JOHN J. HURLEY AND SOUTH BOSTON ALLIED WAR VETERANS COUNCIL v. IRISH-AMERICAN GAY, LESBIAN AND BISEXUAL GROUP OF BOSTON, ETC., et al.",30150,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees,1,0
515US618,1994,Rehnquist,"FLORIDA BAR v. WENT FOR IT, INC., AND JOHN T. BLAKELY",60020,"commercial speech, attorneys (cf. commercial speech)",0,0
515US646,1994,Rehnquist,"VERNONIA SCHOOL DISTRICT 47J v. WAYNE ACTON, ET UX., ETC.",50010,"privacy (cf. libel, comity: privacy)",0,0
515US737,1994,Rehnquist,UNITED STATES v. HAYS et al.,90240,standing to sue: personal injury,0,0
515US753,1994,Rehnquist,"CAPITOL SQUARE REVIEW AND ADVISORY BOARD, et al. v. VINCENT J. PINETTE, DONNIE A. CARR AND KNIGHTS OF THE KU KLUX KLAN",30170,establishment of religion (other than as pertains to parochiaid:),0,0
515US819,1994,Rehnquist,"RONALD W. ROSENBERGER, et al. v. RECTOR AND VISITORS OF THE UNIVERSITY OF VIRGINIA et al.",30170,establishment of religion (other than as pertains to parochiaid:),0,0
515US900,1994,Rehnquist,"ZELL MILLER, et al. v. DAVIDA JOHNSON et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,0,0
516US99,1995,Rehnquist,"CARL THOMPSON v. PATRICK KEOHANE, WARDEN, et al.",10020,habeas corpus,1,0
516US163,1995,Rehnquist,"ALEXIS LAWRENCE, GUARDIAN AND NEXT FRIEND ON BEHALF OF KEMMERLYN D. LAWRENCE, A MINOR v. SHIRLEY S. CHATER, COMMISSIONER OF SOCIAL SECURITY",90510,"Supreme Court's certiorari, writ of error, or appeals jurisdiction",1,0
516US193,1995,Rehnquist,ANTHONY LEO STUTSON v. UNITED STATES,90510,"Supreme Court's certiorari, writ of error, or appeals jurisdiction",1,0
516US199,1995,Rehnquist,"YAMAHA MOTOR CORPORATION, U. S. A., et al. v. LUCIEN B. CALHOUN, et al., INDIVIDUALLY AND AS ADMINISTRATORS OF THE ESTATE OF CALHOUN, DECEASED",80050,election of remedies: legal remedies available to injured persons or things,1,0
516US299,1995,Rehnquist,JOHN W. BEHRENS v. ROBERT J. PELLETIER,90330,judicial administration: jurisdiction or authority of federal courts of appeals,1,0
516US325,1995,Rehnquist,"FULTON CORPORATION v. JANICE H. FAULKNER, SECRETARY OF REVENUE OF NORTH CAROLINA",80100,state or local government tax,0,1
516US442,1995,Rehnquist,TINA B. BENNIS v. MICHIGAN,40070,"due process: takings clause, or other non-constitutional governmental taking of property",0,0
517US44,1995,Rehnquist,SEMINOLE TRIBE OF FLORIDA v. FLORIDA et al.,100120,national supremacy: miscellaneous,0,1
517US186,1995,Rehnquist,"FORTIS MORSE, KENNETH CURTIS BARTHOLOMEW AND KIMBERLY J. ENDERSON v. REPUBLICAN PARTY OF VIRGINIA et al.",20020,"Voting Rights Act of 1965, plus amendments",1,0
517US292,1995,Rehnquist,TOMMY L. RUTLEDGE v. UNITED STATES,10400,statutory construction of criminal laws: conspiracy (cf. subconstitutional fair procedure: conspiracy),1,0
517US314,1995,Rehnquist,"LARRY GRANT LONCHAR v. ALBERT G. THOMAS, WARDEN",10020,habeas corpus,1,0
517US348,1995,Rehnquist,BYRON KEITH COOPER v. OKLAHOMA,40010,"due process: miscellaneous (cf. loyalty oath), the residual code",1,0
517US484,1995,Rehnquist,"44 LIQUORMART, INC. AND PEOPLES SUPER LIQUOR STORES, INC. v. RHODE ISLAND AND RHODE ISLAND LIQUOR STORES ASSOCIATION",30020,"commercial speech, excluding attorneys",1,1
517US544,1995,Rehnquist,"UNITED FOOD AND COMMERCIAL WORKERS UNION LOCAL 751 v. BROWN GROUP, INC., DBA BROWN SHOE COMPANY",90280,standing to sue: statutory standing,1,0
517US559,1995,Rehnquist,"BMW OF NORTH AMERICA, INC. v. IRA GORE, JR.",80080,"liability, punitive damages",0,0
517US620,1995,Rehnquist,"ROY ROMER, GOVERNOR OF COLORADO, et al. v. RICHARD G. EVANS et al.",50010,"privacy (cf. libel, comity: privacy)",1,0
517US690,1995,Rehnquist,SAUL ORNELAS AND ISMAEL ORNELAS-LEDESMA v. UNITED STATES,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),1,0
517US706,1995,Rehnquist,"CHARLES QUACKENBUSH, CALIFORNIA INSURANCE COMMISSIONER, et al. v. ALLSTATE INSURANCE COMPANY",90340,"judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from federal district courts or courts of appeals (cf. 753)",1,0
517US748,1995,Rehnquist,DWIGHT J. LOVING v. UNITED STATES,20240,military: active duty,0,0
517US806,1995,Rehnquist,MICHAEL A. WHREN AND JAMES L. BROWN v. UNITED STATES,10060,"search and seizure, vehicles",0,0
517US843,1995,Rehnquist,UNITED STATES v. INTERNATIONAL BUSINESS MACHINES CORPORATION,120010,"federal taxation, typically under provisions of the Internal Revenue Code",0,0
517US899,1995,Rehnquist,"RUTH O. SHAW, et al. v. JAMES B. HUNT, JR., GOVERNOR OF NORTH CAROLINA, et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,0,0
517US952,1995,Rehnquist,"GEORGE W. BUSH, GOVERNOR OF TEXAS, et al. v. AL VERA et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,0,0
518US1,1995,Rehnquist,"CARRIE JAFFEE, SPECIAL ADMINISTRATOR FOR RICKY ALLEN, SR., DECEASED v. MARY LU REDMOND et al.",90110,"Federal Rules of Civil Procedure including Supreme Court Rules, application of the Federal Rules of Evidence, Federal Rules of Appellate Procedure in civil litigation, Circuit Court Rules, and state rules and admiralty rules",1,0
518US37,1995,Rehnquist,MONTANA v. JAMES ALLEN EGELHOFF,40010,"due process: miscellaneous (cf. loyalty oath), the residual code",0,0
518US152,1995,Rehnquist,"COLEMAN WAYNE GRAY v. J. D. NETHERLAND, WARDEN",10020,habeas corpus,0,0
518US231,1995,Rehnquist,"ANTONY BROWN, et al. v. PRO FOOTBALL, INC., DBA WASHINGTON REDSKINS, et al.",80010,antitrust (except in the context of mergers and union antitrust),0,0
518US267,1995,Rehnquist,UNITED STATES v. GUY JEROME URSERY,10170,double jeopardy,0,0
518US343,1995,Rehnquist,"SAMUEL A. LEWIS, DIRECTOR, ARIZONA DEPARTMENT OF CORRECTIONS, et al. v. FLETCHER CASEY, JR., et al.",40040,due process: prisoners' rights and defendants' rights,0,1
518US515,1995,Rehnquist,UNITED STATES v. VIRGINIA et al.,20130,sex discrimination (excluding sex discrimination in employment),1,0
518US604,1995,Rehnquist,"COLORADO REPUBLICAN FEDERAL CAMPAIGN COMMITTEE AND DOUGLAS JONES, TREASURER v. FEDERAL ELECTION COMMISSION",30140,campaign spending (cf. governmental corruption):,0,0
518US668,1995,Rehnquist,BD. OF COUNTY COMM'RS v. UMBEHR,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",1,0
518US712,1995,Rehnquist,"O'HARE TRUCK SERVICE, INCORPORATED, et al. v. CITY OF NORTHLAKE et al.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",1,0
518US727,1995,Rehnquist,"DENVER AREA EDUCATIONAL TELECOMMUNICATIONS CONSORTIUM, INC., et al. v. FEDERAL COMMUNICATIONS COMMISSION et al.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
518US938,1995,Rehnquist,PENNSYLVANIA v. EDWIN LABRON,10060,"search and seizure, vehicles",0,0
519US33,1996,Rehnquist,OHIO v. ROBERT D. ROBINETTE,10060,"search and seizure, vehicles",0,0
519US102,1996,Rehnquist,"M. L. B. v. S. L. J., INDIVIDUALLY AND AS NEXT FRIEND OF THE MINOR CHILDREN, S. L. J. AND M. L. J., ET UX.",20350,indigents: costs or filing fees,1,0
519US213,1996,Rehnquist,"JOHN W. ATHERTON, JR. v. FEDERAL DEPOSIT INSURANCE CORPORATION, AS RECEIVER FOR CITY SAVINGS, F. S. B.",80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages",1,0
519US278,1996,Rehnquist,"GENERAL MOTORS CORPORATION v. ROGER W. TRACY, TAX COMMISSIONER OF OHIO",80100,state or local government tax,1,0
519US316,1996,Rehnquist,"CALIFORNIA DIVISION OF LABOR STANDARDS ENFORCEMENT, et al. v. DILLINGHAM CONSTRUCTION, N. A., INC., AND MANUEL J. ARCEO, DBA SOUND SYSTEMS MEDIA",100030,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,1,0
519US408,1996,Rehnquist,MARYLAND v. JERRY LEE WILSON,10060,"search and seizure, vehicles",0,0
520US43,1996,Rehnquist,ARIZONANS FOR OFFICIAL ENGLISH AND ROBERT D. PARK v. ARIZONA et al.,90130,mootness (cf. standing to sue: live dispute),0,0
520US154,1996,Rehnquist,"BRAD BENNETT, et al. v. MICHAEL SPEAR, et al.",90280,standing to sue: statutory standing,1,0
520US180,1996,Rehnquist,"TURNER BROADCASTING SYSTEM, INC., et al. v. FEDERAL COMMUNICATIONS COMMISSION et al.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
520US273,1996,Rehnquist,"THOMAS YOUNG, et al. v. KIRK FORDICE et al.",20020,"Voting Rights Act of 1965, plus amendments",1,0
520US305,1996,Rehnquist,"WALKER L. CHANDLER, et al. v. ZELL D. MILLER, GOVERNOR OF GEORGIA, et al.",50010,"privacy (cf. libel, comity: privacy)",1,0
